text,mood,source
i am at my breaking point and cannot handle more,overwhelmed,extended_synthetic
i feel lazy and have zero motivation,low_motivation,extended_synthetic
i feel a deep bond with the people i care about most,positive,emotions_kaggle
i feel like everything i do is wrong,low_self_esteem,extended_synthetic
my heart is full of love and i feel deeply connected,positive,emotions_kaggle
i feel numb and disconnected from everything and everyone,sadness,emotions_kaggle
i am amazed and taken aback by what just occurred,positive,emotions_kaggle
i am so stressed out i cannot think straight,stress,extended_synthetic
i am heartbroken and don't know how to move forward,sadness,emotions_kaggle
i feel anxious and afraid my heart is pounding with fear,anxiety,emotions_kaggle
the loneliness is unbearable and painful,loneliness,extended_synthetic
i am grieving and the pain feels unbearable right now,sadness,emotions_kaggle
stress is ruining my health and my life,stress,extended_synthetic
i am stuck and have no desire to move forward,low_motivation,extended_synthetic
anxiety and fear are controlling my life and i feel trapped,anxiety,emotions_kaggle
i am heartbroken and don't know how to move forward,sadness,emotions_kaggle
every day is stressful and exhausting for me,stress,extended_synthetic
i feel light and joyful like nothing can bring me down,positive,emotions_kaggle
i keep procrastinating and cannot get started,low_motivation,extended_synthetic
i feel panicked and afraid like something terrible will happen,anxiety,emotions_kaggle
i have no friends and feel completely isolated,loneliness,extended_synthetic
i am outraged by what happened it was completely unacceptable,anger,emotions_kaggle
i feel surprised and amazed by the unexpected good news,positive,emotions_kaggle
i am not worthy of love or happiness,low_self_esteem,extended_synthetic
i am so angry and frustrated this is completely unfair,anger,emotions_kaggle
i feel ashamed of who i am,low_self_esteem,extended_synthetic
i am furious at the way i have been treated it is unjust,anger,emotions_kaggle
i am nervous and apprehensive about everything in my life,anxiety,emotions_kaggle
i have been feeling very angry lately and i take it out on people i love,anger,counseling_kaggle
love is keeping me going through the difficult times,positive,emotions_kaggle
i cannot relax because i am so stressed,stress,extended_synthetic
i constantly compare myself to others and feel inferior,low_self_esteem,extended_synthetic
i feel anxious and afraid my heart is pounding with fear,anxiety,emotions_kaggle
the fear is constant and i cannot find any peace or safety,anxiety,emotions_kaggle
i am drowning in tasks and feel paralysed,overwhelmed,extended_synthetic
i am overjoyed my dreams are finally coming true,positive,emotions_kaggle
my insomnia is getting worse every night,insomnia,extended_synthetic
i am outraged by what happened it was completely unacceptable,anger,emotions_kaggle
i believe i am fundamentally broken and flawed,low_self_esteem,extended_synthetic
i am nervous and apprehensive about everything in my life,anxiety,emotions_kaggle
i feel unmotivated and stuck in life,low_motivation,extended_synthetic
i feel stunned and do not know how to process this news,positive,emotions_kaggle
i feel warmth and affection for everyone in my life today,positive,emotions_kaggle
everything feels pointless and i don't see the purpose anymore,sadness,emotions_kaggle
i cannot relax because i am so stressed,stress,extended_synthetic
i struggle with intrusive thoughts that i cannot control and they scare me,stress,counseling_kaggle
i cannot control my anger everything is making me mad,anger,emotions_kaggle
i feel numb and disconnected from everything and everyone,sadness,emotions_kaggle
i am frightened by my own thoughts and cannot stop them,anxiety,emotions_kaggle
the pressure is too much and i am stressed,stress,extended_synthetic
i am at my breaking point and cannot handle more,overwhelmed,extended_synthetic
i feel a deep sense of dread and cannot explain why i am scared,anxiety,emotions_kaggle
i feel disconnected from everyone around me,loneliness,extended_synthetic
i feel tired all day because i cannot sleep at night,insomnia,extended_synthetic
everything feels pointless and i don't see the purpose anymore,sadness,emotions_kaggle
i cannot bring myself to do anything productive,low_motivation,extended_synthetic
i cannot sleep no matter what i try i lie awake for hours with my mind going,insomnia,counseling_kaggle
i constantly compare myself to others and feel inferior,low_self_esteem,extended_synthetic
this surprise has completely changed how i feel today,positive,emotions_kaggle
i am livid and feel like i could scream right now,anger,emotions_kaggle
i feel frantic and stressed with no relief in sight,stress,extended_synthetic
there is too much going on and i cannot handle it,overwhelmed,extended_synthetic
i feel worthless and like no one would miss me if i was gone,sadness,emotions_kaggle
i feel disconnected from everyone around me,loneliness,extended_synthetic
everything feels pointless and i don't see the purpose anymore,sadness,emotions_kaggle
i feel inadequate and useless compared to everyone,low_self_esteem,extended_synthetic
i am heartbroken and don't know how to move forward,sadness,emotions_kaggle
i feel invisible and like nobody cares about me,loneliness,extended_synthetic
i feel stressed and tense all the time,stress,extended_synthetic
i have not had a good night of sleep in weeks,insomnia,extended_synthetic
i feel disconnected from myself like i am just going through the motions,loneliness,counseling_kaggle
i feel unmotivated and stuck in life,low_motivation,extended_synthetic
the love i feel is overwhelming in the best possible way,positive,emotions_kaggle
i feel unmotivated and stuck in life,low_motivation,extended_synthetic
i constantly compare myself to others and feel inferior,low_self_esteem,extended_synthetic
i feel rage building inside me and i want to explode,anger,emotions_kaggle
i struggle with intrusive thoughts that i cannot control and they scare me,stress,counseling_kaggle
my relationship is causing me so much stress and anxiety,anxiety,counseling_kaggle
i feel ashamed of who i am,low_self_esteem,extended_synthetic
no one reaches out to me and i feel so alone,loneliness,extended_synthetic
everything feels pointless so why even try,low_motivation,extended_synthetic
i am furious at the way i have been treated it is unjust,anger,emotions_kaggle
the weight of everything is crushing me,overwhelmed,extended_synthetic
my insomnia is getting worse every night,insomnia,extended_synthetic
i am grieving and the pain feels unbearable right now,sadness,emotions_kaggle
i feel left out and excluded from everything,loneliness,extended_synthetic
i am terrified and cannot shake this overwhelming fear,anxiety,emotions_kaggle
i have lost control and feel completely overwhelmed,overwhelmed,extended_synthetic
i have no energy or willpower to accomplish anything,low_motivation,extended_synthetic
i feel rage building inside me and i want to explode,anger,emotions_kaggle
i feel overwhelmed by all my responsibilities,overwhelmed,extended_synthetic
i am burned out and stressed from everything,stress,extended_synthetic
i feel invisible and like nobody cares about me,loneliness,extended_synthetic
i am overjoyed my dreams are finally coming true,positive,emotions_kaggle
i feel lazy and have zero motivation,low_motivation,extended_synthetic
i feel panicked and afraid like something terrible will happen,anxiety,emotions_kaggle
i cannot relax because i am so stressed,stress,extended_synthetic
i feel like i am sinking under all this pressure,overwhelmed,extended_synthetic
i am stuck and have no desire to move forward,low_motivation,extended_synthetic
every day is stressful and exhausting for me,stress,extended_synthetic
i am frightened by my own thoughts and cannot stop them,anxiety,emotions_kaggle
i am livid and feel like i could scream right now,anger,emotions_kaggle
i feel overwhelmed by all my responsibilities,overwhelmed,extended_synthetic
the loneliness is unbearable and painful,loneliness,extended_synthetic
i cannot control my anger everything is making me mad,anger,emotions_kaggle
i feel worthless and not good enough,low_self_esteem,extended_synthetic
